DataSet,Day,Income,Goods,Land,Labour,Capital
Household1,179,-0.49885013202404593,1107,6630,5015,3909
Household2,179,-1.7977928922606932,606,1006,3025,1790
Household3,179,3.6185172117901008,836,2303,7345,0
Household4,179,3.1298565306160704,1686,7289,1536,3886
Household5,179,4.674050146925364,1463,1910,754,1894
Household6,179,3.305932641127267,1202,447,7125,4484
Household7,179,0.387225280791764,1206,6559,791,234
Household8,179,-3.6384256932407038,1651,5058,5753,998
Household9,179,4.193249477408552,781,2806,8094,1650
Household10,179,-1.9082879240487056,916,3719,926,0
Household1,180,-2.9078295274903034,1114,6620,5005,3899
Household2,180,-2.3978294816958776,610,996,3015,1780
Household3,180,-4.344543704773317,841,2293,7335,0
Household4,180,-0.8163991580329757,1696,7279,1526,3876
Household5,180,8.263212039798926,1472,1900,744,1884
Household6,180,-0.983921479812647,1210,437,7115,4474
Household7,180,4.237982597846635,1213,6549,781,224
Household8,180,19.443221128420376,1660,5048,5743,988
Household9,180,0.20632054787523124,785,2796,8084,1640
Household10,180,-1.0585456634849066,919,3709,916,0
Household1,181,-1.3752107158693434,1121,6610,4995,3889
Household2,181,-4.221556867187539,614,986,3005,1770
Household3,181,0.1952593671521985,845,2283,7325,0
Household4,181,3.205312076433234,1705,7269,1516,3866
Household5,181,11.852373932672489,1481,1890,734,1874
Household6,181,2.694191322362709,1217,427,7105,4464
Household7,181,-4.4141240735874305,1221,6539,771,214
Household8,181,6.1300177964210665,1670,5038,5733,978
Household9,181,-0.4694021123408856,789,2786,8074,1630
Household10,181,-1.9884450612136089,922,3699,906,0
Household1,182,-4.377488969622039,1128,6600,4985,3879
Household2,182,-1.5103871873055237,618,976,2995,1760
Household3,182,-3.2329044840375456,850,2273,7315,0
Household4,182,-0.740943612215812,1715,7259,1506,3856
Household5,182,15.441535825546023,1490,1880,724,1864
Household6,182,-1.5956627985772052,1225,417,7095,4454
Household7,182,-0.5633667565325631,1228,6529,761,204
Household8,182,-2.6698602705377823,1679,5028,5723,968
Household9,182,-1.1451247725569953,793,2776,8064,1620
Household10,182,-1.1387028006498099,925,3689,896,0
Household1,183,-2.844870158001072,1135,6590,4975,3869
Household2,183,-2.1104237767407152,622,966,2985,1750
Household3,183,1.3068985878879662,854,2263,7305,0
Household4,183,3.280767622250398,1724,7249,1496,3846
Household5,183,19.030697718419557,1499,1870,714,1854
Household6,183,2.082450003598151,1232,407,7085,4444
Household7,183,3.287390560522308,1235,6519,751,194
Household8,183,20.411786551123313,1688,5018,5713,958
Household9,183,-1.820847432773105,797,2766,8054,1610
Household10,183,-2.068602198378512,928,3679,886,0
Household1,184,-1.3122513463800942,1142,6580,4965,3859
Household2,184,-3.934151162232377,626,956,2975,1740
Household3,184,-2.121265263301778,859,2253,7295,0
Household4,184,-0.6654880663986482,1734,7239,1486,3836
Household5,184,22.619859611293098,1508,1860,704,1844
Household6,184,-2.2074041173417633,1240,397,7075,4434
Household7,184,-0.829819045538084,1243,6509,741,184
Household8,184,7.098583219124032,1698,5008,5703,948
Household9,184,-2.4965700929892147,801,2756,8044,1600
Household10,184,-1.2188599378147131,931,3669,876,0
Household1,185,-4.31452960013279,1149,6570,4955,3849
Household2,185,-1.2229814823503613,630,946,2965,1730
Household3,185,2.418537808623734,863,2243,7285,0
Household4,185,3.3562231680675616,1743,7229,1476,3826
Household5,185,2.2954635386619415,1516,1850,694,1834
Household6,185,1.4707086848335926,1247,387,7065,4424
Household7,185,3.020938271516794,1250,6499,731,174
Household8,185,-1.7012948478348164,1707,4998,5693,938
Household9,185,-3.1722927532053244,805,2746,8034,1590
Household10,185,-2.1487593355434154,934,3659,866,0
Household1,186,-2.781910788511823,1156,6560,4945,3839
Household2,186,-1.8230180717855529,634,936,2955,1720
Household3,186,-1.0096260425660102,868,2233,7275,0
Household4,186,-0.5900325205814845,1753,7219,1466,3816
Household5,186,5.884625431535479,1525,1840,684,1824
Household6,186,-2.8191454361063215,1255,377,7055,4414
Household7,186,-1.096271334543598,1258,6489,721,164
Household8,186,21.38035197382628,1716,4988,5683,928
Household9,186,4.119951509693829,808,2736,8024,1580
Household10,186,-1.2990170749796164,937,3649,856,0
Household1,187,-1.249291976890845,1163,6550,4935,3829
Household2,187,-2.4230546612207373,638,926,2945,1710
Household3,187,3.5301770293595016,872,2223,7265,0
Household4,187,3.4316787138847253,1762,7209,1456,3806
Household5,187,9.473787324409042,1534,1830,674,1814
Household6,187,0.8589673660690345,1262,367,7045,4404
Household7,187,2.75448598251128,1265,6479,711,154
Household8,187,8.067148641826968,1726,4978,5673,918
Household9,187,0.1330225801605085,812,2726,8014,1570
Household10,187,-2.2289164727083186,940,3639,846,0
Household1,188,-4.251570230643541,1170,6540,4925,3819
Household2,188,-4.246782046712399,642,916,2935,1700
Household3,188,-4.432883887203916,877,2213,7255,0
Household4,188,-0.5145769747643207,1772,7199,1446,3796
Household5,188,13.062949217282576,1543,1820,664,1804
Household6,188,-3.4308867548708797,1270,357,7035,4394
Household7,188,-1.3627236235491118,1273,6469,701,144
Household8,188,-0.7327294251319074,1735,4968,5663,908
Household9,188,-0.5427000800556083,816,2716,8004,1560
Household10,188,-1.3791742121445196,943,3629,836,0
Household1,189,-2.7189514190225736,1177,6530,4915,3809
Household2,189,-1.5356123668303834,646,906,2925,1690
Household3,189,0.10691918472159934,881,2203,7245,0
Household4,189,3.507134259701889,1781,7189,1436,3786
Household5,189,16.65211111015611,1552,1810,654,1794
Household6,189,0.24722604730447628,1277,347,7025,4384
Household7,189,2.4880336935057663,1280,6459,691,134
Household8,189,22.34891739652919,1744,4958,5653,898
Household9,189,-1.218422740271718,820,2706,7994,1550
Household10,189,-2.309073609873222,946,3619,826,0
Household1,190,-1.1863326074015959,1184,6520,4905,3799
Household2,190,-2.135648956265575,650,896,2915,1680
Household3,190,-3.3212446664681448,886,2193,7235,0
Household4,190,-0.439121428947157,1791,7179,1426,3776
Household5,190,20.24127300302965,1561,1800,644,1784
Household6,190,3.925338849479825,1284,337,7015,4374
Household7,190,-1.6291759125546257,1288,6449,681,124
Household8,190,9.035714064529877,1754,4948,5643,888
Household9,190,-1.8941454004878278,824,2696,7984,1540
Household10,190,-1.4593313493094229,949,3609,816,0
Household1,191,-4.188610861154292,1191,6510,4895,3789
Household2,191,-3.9593763417572365,654,886,2905,1670
Household3,191,1.218558405457367,890,2183,7225,0
Household4,191,3.582589805519053,1800,7169,1416,3766
Household5,191,23.830434895903185,1570,1790,634,1774
Household6,191,-0.364515271460089,1292,327,7005,4364
Household7,191,2.2215814045002524,1295,6439,671,114
Household8,191,3.6904776556458447,1763,4938,5633,878
Household9,191,-2.5698680607039375,828,2686,7974,1530
Household10,191,-2.389230747038125,952,3599,806,0
Household1,192,-2.6559920495333245,1198,6500,4885,3779
Household2,192,-1.248206661875221,658,876,2895,1660
Household3,192,-2.209605445732377,895,2173,7215,0
Household4,192,-0.36366588312999326,1810,7159,1406,3756
Household5,192,3.506038823272057,1578,1780,624,1764
Household6,192,3.313597530715267,1299,317,6995,4354
Household7,192,-1.8956282015601396,1303,6429,661,104
Household8,192,26.772124477306917,1772,4928,5623,868
Household9,192,-3.245590720920047,832,2676,7964,1520
Household10,192,-1.5394884864743261,955,3589,796,0
Household1,193,-1.1233732379123467,1205,6490,4875,3769
Household2,193,-1.8482432513104126,662,866,2885,1650
Household3,193,2.3301976261931348,899,2163,7205,0
Household4,193,3.6580453513362166,1819,7149,1396,3746
Household5,193,7.0952007161455946,1587,1770,614,1754
Household6,193,-0.9762565902246472,1307,307,6985,4344
Household7,193,1.9551291154947386,1310,6419,651,94
Household8,193,13.458921145307599,1782,4918,5613,858
Household9,193,4.046653541979106,835,2666,7954,1510
Household10,193,-2.4693878842030283,958,3579,786,0
Household1,194,-4.125651491665042,1212,6480,4865,3759
Household2,194,-2.448279840745597,666,856,2875,1640
Household3,194,-1.0979662249966093,904,2153,7195,0
Household4,194,-0.2882103373128295,1829,7139,1386,3736
Household5,194,10.684362609019157,1596,1760,604,1744
Household6,194,2.701856211950709,1314,297,6975,4334
Household7,194,-2.1620804905656534,1318,6409,641,84
Household8,194,0.1457178133083179,1792,4908,5603,848
Household9,194,0.05972461244579286,839,2656,7944,1500
Household10,194,-1.6196456236392294,961,3569,776,0
Household1,195,-2.5930326800440753,1219,6470,4855,3749
Household2,195,-4.272007226237259,670,846,2865,1630
Household3,195,3.4418368469289025,908,2143,7185,0
Household4,195,3.7335008971533803,1838,7129,1376,3726
Household5,195,14.273524501892691,1605,1750,594,1734
Household6,195,-1.5879979089892053,1322,287,6965,4324
Household7,195,1.6886768264892247,1325,6399,631,74
Household8,195,23.22736463496942,1801,4898,5593,838
Household9,195,-0.6159980477703169,843,2646,7934,1490
Household10,195,-0.7699033630754428,964,3559,766,0
Household1,196,-1.0604138684230975,1226,6460,4845,3739
Household2,196,-1.560837546355243,674,836,2855,1620
Household3,196,-4.521224069634515,913,2133,7175,0
Household4,196,-0.21275479149566578,1848,7119,1366,3716
Household5,196,17.862686394766225,1614,1740,584,1724
Household6,196,2.0901148931861506,1329,277,6955,4314
Household7,196,-2.4285327795711673,1333,6389,621,64
Household8,196,9.9141613029701,1811,4888,5583,828
Household9,196,-1.2917207079864266,847,2636,7924,1480
Household10,196,-1.699802760804145,967,3549,756,0
Household1,197,-4.062692122175793,1233,6450,4835,3729
Household2,197,-2.1608741357904346,678,826,2845,1610
Household3,197,0.01857900229100018,917,2123,7165,0
Household4,197,3.808956442970544,1857,7109,1356,3706
Household5,197,21.451848287639766,1623,1730,574,1714
Household6,197,-2.1997392277537635,1337,267,6945,4304
Household7,197,1.4222245374837108,1340,6379,611,54
Household8,197,-3.3990420290291876,1821,4878,5573,818
Household9,197,-1.9674433682025363,851,2626,7914,1470
Household10,197,-0.8500605002403461,970,3539,746,0
Household1,198,-2.530073310554826,1240,6440,4825,3719
Household2,198,-3.984601521282096,682,816,2835,1600
Household3,198,-3.409584848898744,922,2113,7155,0
Household4,198,-0.13729924567850205,1867,7099,1346,3696
Household5,198,25.041010180513304,1632,1720,564,1704
Household6,198,1.4783735744215925,1344,257,6935,4294
Household7,198,-2.694985068576681,1348,6369,601,44
Household8,198,19.682604792631892,1830,4868,5563,808
Household9,198,-2.643166028418646,855,2616,7904,1460
Household10,198,-1.7799598979690483,973,3529,736,0
Household1,199,-0.9974544989338483,1247,6430,4815,3709
Household2,199,-1.2734318414000807,686,806,2825,1590
Household3,199,1.1302182230267679,926,2103,7145,0
Household4,199,3.8844119887877078,1876,7089,1336,3686
Household5,199,-3.2513528152330906,1641,1710,554,1694
Household6,199,-2.8114805465183217,1352,247,6925,4284
Household7,199,1.155772248478197,1355,6359,591,34
Household8,199,6.369401460632583,1840,4858,5553,798
Household9,199,-3.3188886886347557,859,2606,7894,1450
Household10,199,-0.9302176374052493,976,3519,726,0
Household1,200,-3.999732752686544,1254,6420,4805,3699
Household2,200,-1.8734684308352723,690,796,2815,1580
Household3,200,-2.297945628162976,931,2093,7135,0
Household4,200,-0.06184369986133831,1886,7079,1326,3676
Household5,200,0.3378090776404541,1650,1700,544,1684
Household6,200,0.8666322556570343,1359,237,6915,4274
Household7,200,-2.961437357582195,1363,6349,581,24
Household8,200,-2.430476606326266,1849,4848,5543,788
Household9,200,3.9733555742643976,862,2596,7884,1440
Household10,200,-1.8601170351339515,979,3509,716,0
Household1,201,-2.467113941065577,1261,6410,4795,3689
Household2,201,-3.697195816326934,694,786,2805,1570
Household3,201,2.2418574437625356,935,2083,7125,0
Household4,201,3.9598675346048715,1895,7069,1316,3666
Household5,201,3.9269709705140166,1659,1690,534,1674
Household6,201,-3.42322186528288,1367,227,6905,4264
Household7,201,0.889319959472683,1370,6339,571,14
Household8,201,20.65117021533483,1858,4838,5533,778
Household9,201,-0.013573355268915677,866,2586,7874,1430
Household10,201,-1.0103747745701526,982,3499,706,0
Household1,202,-0.9344951294445991,1268,6400,4785,3679
Household2,202,-0.9860261364449183,698,776,2795,1560
Household3,202,-1.1863064074272085,940,2073,7115,0
Household4,202,0.01361184595582543,1905,7059,1306,3656
Household5,202,7.516132863387579,1668,1680,524,1664
Household6,202,0.2548909368924761,1374,217,6895,4254
Household7,202,-3.227889646587709,1378,6329,561,4
Household8,202,7.3379668833355485,1868,4828,5523,768
Household9,202,-0.6892960154850254,870,2576,7864,1420
Household10,202,-1.9402741722988548,985,3489,696,0
Household1,203,-3.936773383197295,1275,6390,4775,3669
Household2,203,-1.5860627258801099,702,766,2785,1550
Household3,203,3.3534966644983033,944,2063,7105,0
Household4,203,4.035323080422035,1914,7049,1296,3646
Household5,203,11.105294756261141,1677,1670,514,1654
Household6,203,3.933003739067825,1381,207,6885,4244
Household7,203,-1.5119050822176572,1384,6319,551,0
Household8,203,-1.4619111836233003,1877,4818,5513,758
Household9,203,-1.365018675701135,874,2566,7854,1410
Household10,203,-1.0905319117350558,988,3479,686,0
Household1,204,-2.4041545715763277,1282,6380,4765,3659
Household2,204,-2.1860993153153014,706,756,2775,1540
Household3,204,-4.609564252065114,949,2053,7095,0
Household4,204,0.08906739177298917,1924,7039,1286,3636
Household5,204,14.694456649134676,1686,1660,504,1644
Household6,204,-0.3568503818720892,1389,197,6875,4234
Household7,204,-0.821045235106503,1390,6309,541,0
Household8,204,10.772519480763336,1885,4808,5503,748
Household9,204,-2.040741335917245,878,2556,7844,1400
Household10,204,-2.020431309463758,991,3469,676,0
Household1,205,-0.8715357599553499,1289,6370,4755,3649
Household2,205,-4.009826700806963,710,746,2765,1530
Household3,205,-0.06976118013959898,953,2043,7085,0
Household4,205,4.110778626239199,1933,7029,1276,3626
Household5,205,18.28361854200821,1695,1650,494,1634
Household6,205,3.321262420303267,1396,187,6865,4224
Household7,205,-4.665082453369013,1396,6299,531,0
Household8,205,23.00695014514995,1893,4798,5493,738
Household9,205,-2.7164639961333545,882,2546,7834,1390
Household10,205,-1.170689048899959,994,3459,666,0
Household1,206,-3.8738140137080457,1296,6360,4745,3639
Household2,206,-1.2986570209249475,714,736,2755,1520
Household3,206,-3.497925031329343,958,2033,7075,0
Household4,206,0.1645229375901529,1943,7019,1266,3616
Household5,206,21.87278043488175,1704,1640,484,1624
Household6,206,-0.9685917006366473,1404,177,6855,4214
Household7,206,3.993744316857404,1401,6289,521,0
Household8,206,35.24138080953657,1901,4788,5483,728
Household9,206,-3.3921866563494643,886,2536,7824,1380
Household10,206,-2.1005884466286613,997,3449,656,0
Household1,207,-2.3411952020870785,1303,6350,4735,3629
Household2,207,-1.898693610360139,718,726,2745,1510
Household3,207,1.0418780405961687,962,2023,7065,0
Household4,207,4.186234172056363,1952,7009,1256,3606
Household5,207,25.46194232775529,1713,1630,474,1614
Household6,207,2.7095211015387086,1411,167,6845,4204
Household7,207,0.7430059568813085,1407,6279,511,0
Household8,207,47.475811473923166,1909,4778,5473,718
Household9,207,3.900057606549689,889,2526,7814,1370
Household10,207,-1.2508461860648623,1000,3439,646,0
Household1,208,-0.8085763904661007,1310,6340,4725,3619
Household2,208,-3.7224209958518006,722,716,2735,1500
Household3,208,-2.3862858105935754,967,2013,7055,0
Household4,208,0.23997848340731665,1962,6999,1246,3596
Household5,208,-2.830420667991106,1722,1620,464,1604
Household6,208,-1.5803330194012055,1419,157,6835,4194
Household7,208,-2.5077324030948027,1413,6269,501,0
Household8,208,59.7102421383097,1917,4768,5463,708
Household9,208,-0.08687132298362421,893,2516,7804,1360
Household10,208,-2.1807455837935645,1003,3429,636,0
Household1,209,-3.8108546442187965,1317,6330,4715,3609
Household2,209,-1.0112513159697851,726,706,2725,1490
Household3,209,2.1535172613319364,971,2003,7045,0
Household4,209,4.2616897178735265,1971,6989,1236,3586
Household5,209,0.7587412248824386,1731,1610,454,1594
Household6,209,2.0977797827741504,1426,147,6825,4184
Household7,209,-1.8168725559836432,1419,6259,491,0
Household8,209,71.9446728026962,1925,4758,5453,698
Household9,209,-0.7625939831997339,897,2506,7794,1350
Household10,209,-1.3310033232297656,1006,3419,626,0
Household1,210,-2.2782358325978294,1324,6320,4705,3599
Household2,210,-1.6112879054049767,730,696,2715,1480
Household3,210,-1.2746465898578077,976,1993,7035,0
Household4,210,0.3154340292244804,1981,6979,1226,3576
Household5,210,4.347903117756001,1740,1600,444,1584
Household6,210,-2.1920743381657637,1434,137,6815,4174
Household7,210,-1.1260127088724872,1425,6249,481,0
Household8,210,84.17910346708274,1933,4748,5443,688
Household9,210,-1.4383166434158436,901,2496,7784,1340
Household10,210,-2.260902720958468,1009,3409,616,0
Household1,211,-0.7456170209768516,1331,6310,4695,3589
Household2,211,-2.2113244948401682,734,686,2705,1470
Household3,211,3.265156482067704,980,1983,7025,0
Household4,211,-3.630821659424573,1991,6969,1216,3566
Household5,211,7.9370650106295635,1749,1590,434,1574
Household6,211,1.4860384640095923,1441,127,6805,4164
Household7,211,-0.43515286176133827,1431,6239,471,0
Household8,211,96.41353413146928,1941,4738,5433,678
Household9,211,-2.1140393036319534,905,2486,7774,1330
Household10,211,-1.4111604603946688,1012,3399,606,0
Household1,212,-3.7478952747295473,1338,6300,4685,3579
Household2,212,-4.03505188033183,738,676,2695,1460
Household3,212,-4.6979044344957135,985,1973,7015,0
Household4,212,-1.6566315516424623,2000,6959,1206,3556
Household5,212,11.526226903503126,1758,1580,424,1564
Household6,212,-2.803815656930322,1449,117,6795,4154
Household7,212,-4.279190080023842,1437,6229,461,0
Household8,212,108.6479647958557,1949,4728,5423,668
Household9,212,-2.789761963848063,909,2476,7764,1320
Household10,212,-2.341059858123371,1015,3389,596,0
Household1,213,-2.21527646310858,1345,6290,4675,3569
Household2,213,-1.3238822004498143,742,666,2685,1450
Household3,213,-0.15810136257019813,989,1963,7005,0
Household4,213,2.365079682823751,2009,6949,1196,3546
Household5,213,15.11538879637666,1767,1570,414,1554
Household6,213,0.8742971452450341,1456,107,6785,4144
Household7,213,-3.5883302329126874,1443,6219,451,0
Household8,213,120.88239546024215,1957,4718,5413,658
Household9,213,-3.465484624064173,913,2466,7754,1310
Household10,213,-1.491317597559572,1018,3379,586,0
Household1,214,-0.6826576514876024,1352,6280,4665,3559
Household2,214,-1.9239187898850059,746,656,2675,1440
Household3,214,-3.5862652137599422,994,1953,6995,0
Household4,214,-1.581176005825295,2019,6939,1186,3536
Household5,214,18.704550689250194,1776,1560,404,1544
Household6,214,-3.41555697569488,1464,97,6775,4134
Household7,214,-2.897470385801533,1449,6209,441,0
Household8,214,133.11682612462857,1965,4708,5403,648
Household9,214,3.8267596388349805,916,2456,7744,1300
Household10,214,-2.4212169952882743,1021,3369,576,0
Household1,215,-3.684935905240298,1359,6270,4655,3549
Household2,215,-3.7476461753766674,750,646,2665,1430
Household3,215,0.9535378581655696,998,1943,6985,0
Household4,215,2.4405352286409148,2028,6929,1176,3526
Household5,215,22.293712582123735,1785,1550,394,1534
Household6,215,0.26255582648047593,1471,87,6765,4124
Household7,215,-2.206610538690377,1455,6199,431,0
Household8,215,145.351256789015,1973,4698,5393,638
Household9,215,-0.16016929069833274,920,2446,7734,1290
Household10,215,-1.5714747347244753,1024,3359,566,0
Household1,216,-2.152317093619331,1366,6260,4645,3539
Household2,216,-1.036476495494652,754,636,2655,1420
Household3,216,-2.4746259930241745,1003,1933,6975,0
Household4,216,-1.5057204600081313,2038,6919,1166,3516
Household5,216,25.882874474997273,1794,1540,384,1524
Household6,216,3.940668628655825,1478,77,6755,4114
Household7,216,-1.5157506915792212,1461,6189,421,0
Household8,216,157.58568745340153,1981,4688,5383,628
Household9,216,-0.8358919509144425,924,2436,7724,1280
Household10,216,-2.5013741324531775,1027,3349,556,0
Household1,217,-0.6196982819983248,1373,6250,4635,3529
Household2,217,-1.6365130849298435,758,626,2645,1410
Household3,217,2.0651770789013373,1007,1923,6965,0
Household4,217,2.5159907744580785,2047,6909,1156,3506
Household5,217,-2.4094885207491217,1803,1530,374,1514
Household6,217,-0.34918549228408935,1486,67,6745,4104
Household7,217,-0.8248908444680652,1467,6179,411,0
Household8,217,169.82011811778807,1989,4678,5373,618
Household9,217,-1.5116146111305522,928,2426,7714,1270
Household10,217,-1.6516318718893785,1030,3339,546,0
Household1,218,-3.6219765357510205,1380,6240,4625,3519
Household2,218,-2.236549674365035,762,616,2635,1400
Household3,218,-1.3629867722884068,1012,1913,6955,0
Household4,218,-1.4302649141909676,2057,6899,1146,3496
Household5,218,1.179673372124423,1812,1520,364,1504
Household6,218,3.3289273098912666,1493,57,6735,4094
Household7,218,-4.66892806273059,1473,6169,401,0
Household8,218,182.0545487821746,1997,4668,5363,608
Household9,218,-2.187337271346662,932,2416,7704,1260
Household10,218,-0.801889611325592,1033,3329,536,0
Household1,219,-2.0893577241300534,1387,6230,4615,3509
Household2,219,-4.060277059856697,766,606,2625,1390
Household3,219,3.176816299637105,1016,1903,6945,0
Household4,219,2.5914463202752422,2066,6889,1136,3486
Household5,219,4.7688352649979855,1821,1510,354,1494
Household6,219,-0.9609268110486475,1501,47,6725,4084
Household7,219,3.9898987074958274,1478,6159,391,0
Household8,219,194.28897944656126,2005,4658,5353,598
Household9,219,-2.8630599315627716,936,2406,7694,1250
Household10,219,-1.7317890090542942,1036,3319,526,0
Household1,220,-0.5567389125090472,1394,6220,4605,3499
Household2,220,-1.349107379974681,770,596,2615,1380
Household3,220,-0.2513475515526391,1021,1893,6935,0
Household4,220,-1.3548093683738038,2076,6879,1126,3476
Household5,220,8.357997157871548,1830,1500,344,1484
Household6,220,2.7171859911267084,1508,37,6715,4074
Household7,220,0.7391603475197321,1484,6149,381,0
Household8,220,206.52341011094794,2013,4648,5343,588
Household9,220,-3.5387825917788813,940,2396,7684,1240
Household10,220,-0.8820467484904952,1039,3309,516,0
Household1,221,-3.5590171662617145,1401,6210,4595,3489
Household2,221,-1.9491439694098727,774,586,2605,1370
Household3,221,4.288455520372873,1025,1883,6925,0
Household4,221,2.666901866092406,2085,6869,1116,3466
Household5,221,11.94715905074511,1839,1490,334,1474
Household6,221,-1.5726681298132057,1516,27,6705,4064
Household7,221,-2.511578012456379,1490,6139,371,0
Household8,221,218.7578407753346,2021,4638,5333,578
Household9,221,-2.4348635937025023,944,2386,7674,1230
Household10,221,-0.0323044879267087,1042,3299,506,0
Household1,222,-2.0263983546407474,1408,6200,4585,3479
Household2,222,-3.7728713549015342,778,576,2595,1360
Household3,222,-2.450914600134068,1030,1873,6915,0
Household4,222,-1.27935382255664,2095,6859,1106,3456
Household5,222,15.536320943618644,1848,1480,324,1464
Household6,222,2.1054446723621503,1523,17,6695,4054
Household7,222,-1.8207181653452196,1496,6129,361,0
Household8,222,244.05108629044634,2028,4628,5323,568
Household9,222,-1.3309445956261214,948,2376,7664,1220
Household10,222,0.8174377726370778,1045,3289,496,0
Household1,223,-0.49377954301974114,1415,6190,4575,3469
Household2,223,-1.0617016750195187,782,566,2585,1350
Household3,223,2.088888471791444,1034,1863,6905,0
Household4,223,2.7423574119095697,2104,6849,1096,3446
Household5,223,19.12548283649218,1857,1470,314,1454
Household6,223,-2.184409448577764,1531,7,6685,4044
Household7,223,-1.1298583182340636,1502,6119,351,0
Household8,223,269.344331805558,2035,4618,5313,558
Household9,223,-0.2270255975497406,952,2366,7654,1210
Household10,223,1.6671800332008644,1048,3279,486,0
Household1,224,-2.9027589384859986,1422,6180,4565,3459
Household2,224,-1.6617382644547103,786,556,2575,1340
Household3,224,-1.3392753793983,1039,1853,6895,0
Household4,224,-1.2038982767394764,2114,6839,1086,3436
Household5,224,22.71464472936572,1866,1460,304,1444
Household6,224,1.4955296032455667,1537,0,6675,4034
Household7,224,-0.4389984711229147,1508,6109,341,0
Household8,224,294.6375773206696,2042,4608,5303,548
Household9,224,-3.6580036648470333,956,2356,7644,1200
Household10,224,2.516922293764651,1051,3269,476,0
Household1,225,-1.3701401268650102,1429,6170,4555,3449
Household2,225,-2.261774853889902,790,546,2565,1330
Household3,225,3.2005276925272117,1043,1843,6885,0
Household4,225,2.8178129577267335,2123,6829,1076,3426
Household5,225,2.3902486567345633,1874,1450,294,1434
Household6,225,-1.8650734480175224,1543,0,6665,4024
Household7,225,-4.283035689385418,1514,6099,331,0
Household8,225,319.9308228357812,2049,4598,5293,538
Household9,225,-2.554084666770649,960,2346,7634,1190
Household10,225,3.3666645543284375,1054,3259,466,0
Household1,226,-4.372418380617706,1436,6160,4545,3439
Household2,226,-4.085502239381563,794,536,2555,1320
Household3,226,-0.2276361586625324,1048,1833,6875,0
Household4,226,-1.1284427309223126,2133,6819,1066,3416
Household5,226,5.979410549608101,1883,1440,284,1424
Household6,226,-1.2840782921933496,1549,0,6655,4014
Household7,226,-3.592175842274264,1520,6089,321,0
Household8,226,345.2240683508928,2056,4588,5283,528
Household9,226,-1.450165668694268,964,2336,7624,1180
Household10,226,4.216406814892238,1057,3249,456,0
Household1,227,-2.839799568996739,1443,6150,4535,3429
Household2,227,-1.374332559499548,798,526,2545,1310
Household3,227,4.312166913262979,1052,1823,6865,0
Household4,227,2.893268503543897,2142,6809,1056,3406
Household5,227,9.568572442481663,1892,1430,274,1414
Household6,227,-0.7030831363691661,1555,0,6645,4004
Household7,227,-2.9013159951631096,1526,6079,311,0
Household8,227,370.5173138660044,2063,4578,5273,518
Household9,227,-0.3462466706178873,968,2326,7614,1170
Household10,227,-2.901817847659224,1061,3239,446,0
Household1,228,-1.307180757375761,1450,6140,4525,3419
Household2,228,-1.9743691489347395,802,516,2535,1300
Household3,228,-2.427203207243961,1057,1813,6855,0
Household4,228,-1.0529871851051489,2152,6799,1046,3396
Household5,228,13.157734335355197,1901,1420,264,1404
Household6,228,-4.656985045918663,1561,0,6635,3994
Household7,228,-2.2104561480519536,1532,6069,301,0
Household8,228,395.81055938111604,2070,4568,5263,508
Household9,228,-3.77722473791518,972,2316,7604,1160
Household10,228,-2.0520755870954304,1064,3229,436,0
Household1,229,-4.309459011128457,1457,6130,4515,3409
Household2,229,-3.798096534426401,806,506,2525,1290
Household3,229,2.1125998646815507,1061,1803,6845,0
Household4,229,2.968724049361061,2161,6789,1036,3386
Household5,229,16.74689622822873,1910,1410,254,1394
Household6,229,3.8919770330207815,1566,0,6625,3984
Household7,229,-1.5195963009407976,1538,6059,291,0
Household8,229,421.10380489622764,2077,4558,5253,498
Household9,229,-2.6733057398387956,976,2306,7594,1150
Household10,229,-1.2023333265316438,1067,3219,426,0
Household1,230,-2.7768401995074896,1464,6120,4505,3399
Household2,230,-1.0869268545443855,810,496,2515,1280
Household3,230,-1.3155639865081934,1066,1793,6835,0
Household4,230,-0.9775316392879851,2171,6779,1026,3376
Household5,230,20.336058121102273,1919,1400,244,1384
Household6,230,0.5313739817577137,1572,0,6615,3974
Household7,230,-0.8287364538296416,1544,6049,281,0
Household8,230,446.39705041133936,2084,4548,5243,488
Household9,230,-1.5693867417624148,980,2296,7584,1140
Household10,230,-0.3525910659678573,1070,3209,416,0
Household1,231,-1.2442213878865118,1471,6110,4495,3389
Household2,231,-1.686963443979577,814,486,2505,1270
Household3,231,3.2242390854173184,1070,1783,6825,0
Household4,231,3.0441795951782247,2180,6769,1016,3366
Household5,231,23.925220013975807,1928,1390,234,1374
Household6,231,-2.829229069505356,1578,0,6605,3964
Household7,231,-4.672773672092166,1550,6039,271,0
Household8,231,471.69029592645074,2091,4538,5233,478
Household9,231,-0.46546774368603394,984,2286,7574,1130
Household10,231,0.49715119459592927,1073,3199,406,0
Household1,232,-4.246499641639208,1478,6100,4485,3379
Household2,232,-2.2870000334147687,818,476,2495,1260
Household3,232,-0.2039247657724257,1075,1773,6815,0
Household4,232,-0.9020760934708214,2190,6759,1006,3356
Household5,232,3.6008239413446788,1936,1380,224,1364
Household6,232,-2.248233913681183,1584,0,6595,3954
Household7,232,3.986053098134251,1555,6029,261,0
Household8,232,496.983541441562,2098,4528,5223,468
