DataSet,Day,Money,Goods,GoodsPrice,Land,Labour,Capital
Firm10,157,-140279.488346681,840,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D5AF50>>,31,31,0
Firm1,158,-140435.52997149026,0,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D79940>>,31,31,0
Firm2,158,-134569.36673550194,0,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D7D450>>,31,31,0
Firm3,158,-142813.55898707936,127,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D7D590>>,31,31,0
Firm4,158,-155920.4081120507,297,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7B5FCE0>>,32,32,0
Firm5,158,-149436.56143103904,110,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7B5FE10>>,32,32,0
Firm6,158,-148834.98074081322,530,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D75130>>,32,32,0
Firm7,158,-166429.3038045004,986,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7DC8C00>>,32,32,0
Firm8,158,-202910.80335241344,1374,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7DC8D10>>,32,32,0
Firm9,158,-160615.39156586016,1128,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D5A950>>,32,32,0
Firm10,158,-140971.4630145611,840,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D5AF50>>,33,33,0
Firm1,159,-141150.64129129495,0,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D79940>>,33,33,0
Firm2,159,-135361.29281059938,0,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D7D450>>,33,33,0
Firm3,159,-143528.86015540894,126,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D7D590>>,33,33,0
Firm4,159,-156715.95192293197,297,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7B5FCE0>>,34,34,0
Firm5,159,-150202.300882745,109,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7B5FE10>>,34,34,0
Firm6,159,-149579.27123301663,530,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D75130>>,34,34,0
Firm7,159,-167286.46113046198,989,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7DC8C00>>,34,34,0
Firm8,159,-203966.5123291858,1380,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7DC8D10>>,34,34,0
Firm9,159,-161450.2498156171,1133,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D5A950>>,34,34,0
Firm10,159,-141711.24548397987,846,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D5AF50>>,35,35,0
Firm1,160,-141865.75261109963,0,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D79940>>,35,35,0
Firm2,160,-136153.2188856968,0,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D7D450>>,35,35,0
Firm3,160,-144244.16132373852,125,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D7D590>>,35,35,0
Firm4,160,-157511.49573381324,297,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7B5FCE0>>,36,36,0
Firm5,160,-150954.98151960026,107,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7B5FE10>>,36,36,0
Firm6,160,-150334.84089841245,531,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D75130>>,36,36,0
Firm7,160,-168143.61845642354,992,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7DC8C00>>,36,36,0
Firm8,160,-205058.6161561118,1387,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7DC8D10>>,36,36,0
Firm9,160,-162280.59474010902,1137,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D5A950>>,36,36,0
Firm10,160,-142411.1881187831,847,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D5AF50>>,37,37,0
Firm1,161,-142580.8639309043,0,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D79940>>,37,37,0
Firm2,161,-136945.14496079425,0,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D7D450>>,37,37,0
Firm3,161,-144959.4624920681,124,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D7D590>>,37,37,0
Firm4,161,-158307.0395446945,297,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7B5FCE0>>,38,38,0
Firm5,161,-151720.72097130623,106,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7B5FE10>>,38,38,0
Firm6,161,-151090.41056380828,532,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D75130>>,38,38,0
Firm7,161,-169000.7757823851,995,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7DC8C00>>,38,38,0
Firm8,161,-206076.90436247108,1392,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7DC8D10>>,38,38,0
Firm9,161,-163128.98177411387,1143,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D5A950>>,38,38,0
Firm10,161,-143135.03465435564,851,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D5AF50>>,39,39,0
Firm1,162,-143295.975250709,0,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D79940>>,39,39,0
Firm2,162,-137737.07103589168,0,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D7D450>>,39,39,0
Firm3,162,-145674.76366039767,123,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D7D590>>,39,39,0
Firm4,162,-159102.58335557577,297,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7B5FCE0>>,40,40,0
Firm5,162,-152473.40160816148,104,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7B5FE10>>,40,40,0
Firm6,162,-151845.9802292041,533,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D75130>>,40,40,0
Firm7,162,-169857.93310834668,998,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7DC8C00>>,40,40,0
Firm8,162,-207132.61333924343,1398,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7DC8D10>>,40,40,0
Firm9,162,-163963.8400238708,1148,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D5A950>>,40,40,0
Firm10,162,-143834.97728915885,852,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D5AF50>>,41,41,0
Firm1,163,-144011.08657051367,0,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D79940>>,41,41,0
Firm2,163,-138528.99711098912,0,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D7D450>>,41,41,0
Firm3,163,-146390.06482872725,122,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D7D590>>,41,41,0
Firm4,163,-159898.12716645704,297,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7B5FCE0>>,42,42,0
Firm5,163,-153239.14105986746,103,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7B5FE10>>,42,42,0
Firm6,163,-152601.54989459994,534,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D75130>>,42,42,0
Firm7,163,-170715.09043430825,1001,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7DC8C00>>,42,42,0
Firm8,163,-208224.71716616943,1405,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7DC8D10>>,42,42,0
Firm9,163,-164794.18494836273,1152,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D5A950>>,42,42,0
Firm10,163,-144558.8238247314,856,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D5AF50>>,43,43,0
Firm1,164,-144726.19789031835,0,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D79940>>,43,43,0
Firm2,164,-139320.92318608655,0,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D7D450>>,43,43,0
Firm3,164,-147105.36599705683,121,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D7D590>>,43,43,0
Firm4,164,-160693.6709773383,297,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7B5FCE0>>,44,44,0
Firm5,164,-153991.8216967227,101,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7B5FE10>>,44,44,0
Firm6,164,-153368.3987331882,536,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D75130>>,44,44,0
Firm7,164,-171572.24776026982,1004,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7DC8C00>>,44,44,0
Firm8,164,-209280.42614294178,1411,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7DC8D10>>,44,44,0
Firm9,164,-165624.52987285465,1156,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D5A950>>,44,44,0
Firm10,164,-145258.7664595346,857,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D5AF50>>,45,45,0
Firm1,165,-145441.30921012303,0,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D79940>>,45,45,0
Firm2,165,-140112.849261184,0,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D7D450>>,45,45,0
Firm3,165,-147820.6671653864,120,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D7D590>>,45,45,0
Firm4,165,-161489.21478821957,297,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7B5FCE0>>,46,46,0
Firm5,165,-154757.56114842868,100,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7B5FE10>>,46,46,0
Firm6,165,-154112.6892253916,536,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D75130>>,46,46,0
Firm7,165,-172429.4050862314,1007,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7DC8C00>>,46,46,0
Firm8,165,-210336.13511971413,1417,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7DC8D10>>,46,46,0
Firm9,165,-166454.87479734657,1160,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D5A950>>,46,46,0
Firm10,165,-145990.58096203028,862,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D5AF50>>,47,47,0
Firm1,166,-146156.4205299277,0,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D79940>>,47,47,0
Firm2,166,-140904.77533628143,0,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D7D450>>,47,47,0
Firm3,166,-148535.96833371598,119,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D7D590>>,47,47,0
Firm4,166,-162284.75859910084,297,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7B5FCE0>>,48,48,0
Firm5,166,-155510.24178528393,98,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7B5FE10>>,48,48,0
Firm6,166,-154868.25889078743,537,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D75130>>,48,48,0
Firm7,166,-173286.56241219296,1010,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7DC8C00>>,48,48,0
Firm8,166,-211391.8440964865,1423,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7DC8D10>>,48,48,0
Firm9,166,-167302.235911092,1166,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D5A950>>,48,48,0
Firm10,166,-146706.4595306797,865,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D5AF50>>,49,49,0
Firm1,167,-146871.5318497324,0,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D79940>>,49,49,0
Firm2,167,-141696.70141137886,0,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D7D450>>,49,49,0
Firm3,167,-149251.26950204556,118,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D7D590>>,49,49,0
Firm4,167,-163080.3024099821,297,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7B5FCE0>>,50,50,0
Firm5,167,-156275.9812369899,97,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7B5FE10>>,50,50,0
Firm6,167,-155612.54938299084,537,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D75130>>,50,50,0
Firm7,167,-174143.71973815453,1013,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7DC8C00>>,50,50,0
Firm8,167,-212483.9479234125,1430,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7DC8D10>>,50,50,0
Firm9,167,-168132.5808355839,1170,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D5A950>>,50,50,0
Firm10,167,-147430.30606625226,869,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D5AF50>>,51,51,0
Firm1,168,-147586.64316953707,0,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D79940>>,51,51,0
Firm2,168,-142488.6274864763,0,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D7D450>>,51,51,0
Firm3,168,-149966.57067037513,117,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D7D590>>,51,51,0
Firm4,168,-163875.84622086337,297,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7B5FCE0>>,52,52,0
Firm5,168,-157028.66187384515,95,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7B5FE10>>,52,52,0
Firm6,168,-156379.3982215791,539,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D75130>>,52,52,0
Firm7,168,-175000.8770641161,1016,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7DC8C00>>,52,52,0
Firm8,168,-213502.23612977177,1435,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7DC8D10>>,52,52,0
Firm9,168,-168968.46500560027,1175,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D5A950>>,52,52,0
Firm10,168,-148130.24870105548,870,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D5AF50>>,53,53,0
Firm1,169,-148301.75448934175,0,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D79940>>,53,53,0
Firm2,169,-143280.55356157373,0,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D7D450>>,53,53,0
Firm3,169,-150681.8718387047,116,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D7D590>>,53,53,0
Firm4,169,-164671.39003174464,297,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7B5FCE0>>,54,54,0
Firm5,169,-157794.40132555112,94,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7B5FE10>>,54,54,0
Firm6,169,-157123.6887137825,539,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D75130>>,54,54,0
Firm7,169,-175858.03439007766,1019,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7DC8C00>>,54,54,0
Firm8,169,-214557.94510654412,1441,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7DC8D10>>,54,54,0
Firm9,169,-169811.31279408067,1180,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D5A950>>,54,54,0
Firm10,169,-148846.1272697049,873,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D5AF50>>,55,55,0
Firm1,170,-149016.86580914643,0,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D79940>>,55,55,0
Firm2,170,-144072.47963667117,0,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D7D450>>,55,55,0
Firm3,170,-151397.1730070343,115,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D7D590>>,55,55,0
Firm4,170,-165466.9338426259,297,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7B5FCE0>>,56,56,0
Firm5,170,-158547.08196240637,92,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7B5FE10>>,56,56,0
Firm6,170,-157890.53755237075,541,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D75130>>,56,56,0
Firm7,170,-176715.19171603923,1022,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7DC8C00>>,56,56,0
Firm8,170,-215650.04893347013,1448,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7DC8D10>>,56,56,0
Firm9,170,-170641.6577185726,1184,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D5A950>>,56,56,0
Firm10,170,-149546.06990450813,874,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D5AF50>>,57,57,0
Firm1,171,-149731.9771289511,0,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D79940>>,57,57,0
Firm2,171,-144864.4057117686,0,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D7D450>>,57,57,0
Firm3,171,-152112.47417536387,114,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D7D590>>,57,57,0
Firm4,171,-166262.47765350717,297,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7B5FCE0>>,58,58,0
Firm5,171,-159312.82141411235,91,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7B5FE10>>,58,58,0
Firm6,171,-158646.10721776658,542,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D75130>>,58,58,0
Firm7,171,-177572.3490420008,1025,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7DC8C00>>,58,58,0
Firm8,171,-216705.75791024248,1454,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7DC8D10>>,58,58,0
Firm9,171,-171472.0026430645,1188,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D5A950>>,58,58,0
Firm10,171,-150261.94847315756,877,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D5AF50>>,59,59,0
Firm1,172,-150447.0884487558,0,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D79940>>,59,59,0
Firm2,172,-145656.33178686604,0,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D7D450>>,59,59,0
Firm3,172,-152827.77534369344,113,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D7D590>>,59,59,0
Firm4,172,-167058.02146438844,297,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7B5FCE0>>,60,60,0
Firm5,172,-160065.5020509676,89,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7B5FE10>>,60,60,0
Firm6,172,-159401.6768831624,543,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D75130>>,60,60,0
Firm7,172,-178429.50636796237,1028,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7DC8C00>>,60,60,0
Firm8,172,-217761.46688701483,1460,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7DC8D10>>,60,60,0
Firm9,172,-172302.34756755643,1192,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D5A950>>,60,60,0
Firm10,172,-150985.7950087301,881,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D5AF50>>,61,61,0
Firm1,173,-151162.19976856047,0,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D79940>>,61,61,0
Firm2,173,-146448.25786196347,0,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D7D450>>,61,61,0
Firm3,173,-153543.07651202302,112,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D7D590>>,61,61,0
Firm4,173,-167853.5652752697,297,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7B5FCE0>>,62,62,0
Firm5,173,-160831.24150267357,88,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7B5FE10>>,62,62,0
Firm6,173,-160134.6882021734,542,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D75130>>,62,62,0
Firm7,173,-179286.66369392394,1031,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7DC8C00>>,62,62,0
Firm8,173,-218817.17586378718,1466,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7DC8D10>>,62,62,0
Firm9,173,-173149.70868130185,1198,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D5A950>>,62,62,0
Firm10,173,-151717.60951122578,886,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D5AF50>>,63,63,0
Firm1,174,-151877.31108836515,0,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D79940>>,63,63,0
Firm2,174,-147240.1839370609,0,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D7D450>>,63,63,0
Firm3,174,-154258.3776803526,111,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D7D590>>,63,63,0
Firm4,174,-168649.10908615097,297,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7B5FCE0>>,64,64,0
Firm5,174,-161596.98095437954,87,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7B5FE10>>,64,64,0
Firm6,174,-160890.25786756922,543,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D75130>>,64,64,0
Firm7,174,-180143.8210198855,1034,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7DC8C00>>,64,64,0
Firm8,174,-219909.27969071319,1473,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7DC8D10>>,64,64,0
Firm9,174,-173967.5507418053,1201,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D5A950>>,64,64,0
Firm10,174,-152425.5201129521,888,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D5AF50>>,65,65,0
Firm1,175,-152592.42240816983,0,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D79940>>,65,65,0
Firm2,175,-148032.11001215834,0,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D7D450>>,65,65,0
Firm3,175,-154973.67884868218,110,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D7D590>>,65,65,0
Firm4,175,-169444.65289703224,297,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7B5FCE0>>,66,66,0
Firm5,175,-162349.6615912348,85,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7B5FE10>>,66,66,0
Firm6,175,-161657.10670615747,545,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D75130>>,66,66,0
Firm7,175,-181000.97834584708,1037,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7DC8C00>>,66,66,0
Firm8,175,-220964.98866748554,1479,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7DC8D10>>,66,66,0
Firm9,175,-174810.3985302857,1206,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D5A950>>,66,66,0
Firm10,175,-153133.43071467843,890,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D5AF50>>,67,67,0
Firm1,176,-153307.5337279745,0,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D79940>>,67,67,0
Firm2,176,-148824.03608725578,0,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D7D450>>,67,67,0
Firm3,176,-155688.98001701175,109,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D7D590>>,67,67,0
Firm4,176,-170240.1967079135,297,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7B5FCE0>>,68,68,0
Firm5,176,-163115.40104294076,84,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7B5FE10>>,68,68,0
Firm6,176,-162401.39719836088,545,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D75130>>,68,68,0
Firm7,176,-181858.13567180865,1040,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7DC8C00>>,68,68,0
Firm8,176,-222020.6976442579,1485,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7DC8D10>>,68,68,0
Firm9,176,-175653.2463187661,1211,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D5A950>>,68,68,0
Firm10,176,-153833.37334948164,891,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D5AF50>>,69,69,0
Firm1,177,-154022.6450477792,0,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D79940>>,69,69,0
Firm2,177,-149615.96216235321,0,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D7D450>>,69,69,0
Firm3,177,-156404.28118534133,108,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D7D590>>,69,69,0
Firm4,177,-171035.74051879477,297,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7B5FCE0>>,70,70,0
Firm5,177,-163868.081679796,82,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7B5FE10>>,70,70,0
Firm6,177,-163168.24603694913,547,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D75130>>,70,70,0
Firm7,177,-182715.29299777022,1043,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7DC8C00>>,70,70,0
Firm8,177,-223075.38070077082,1491,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7DC8D10>>,70,70,0
Firm9,177,-176476.62762479397,1215,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D5A950>>,70,70,0
Firm10,177,-154565.1878519773,896,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D5AF50>>,71,71,0
Firm1,178,-154737.75636758388,0,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D79940>>,71,71,0
Firm2,178,-150407.88823745065,0,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D7D450>>,71,71,0
Firm3,178,-157119.5823536709,107,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D7D590>>,71,71,0
Firm4,178,-171831.28432967604,297,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7B5FCE0>>,72,72,0
Firm5,178,-164633.821131502,81,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7B5FE10>>,72,72,0
Firm6,178,-163923.81570234496,548,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D75130>>,72,72,0
Firm7,178,-183572.45032373178,1046,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7DC8C00>>,72,72,0
Firm8,178,-224131.08967754318,1497,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7DC8D10>>,72,72,0
Firm9,178,-177319.47541327437,1220,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D5A950>>,72,72,0
Firm10,178,-155249.1945529343,895,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D5AF50>>,73,73,0
Firm1,179,-155452.86768738856,0,<bound method Firm.goodsPrice of <__main__.Firm object at 0x0000018CA7D79940>>,73,73,0
